"","superkingdom","family","genus","species","kingdom","VC","EukVirBin_noanello","EukVirBin","PhageBin","ContigBin","VC_Genus","Host","Host_specific","OTU","infection"
"NODE_18_length_17428_cov_10_387759_S007-71","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_17428_cov_10_387759_S007-71","0"
"NODE_18_length_18779_cov_18_162924_S010-123","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID360","NOTSURE_ClusterID3701","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_18779_cov_18_162924_S010-123","0"
"NODE_18_length_2186_cov_2_856330_S005-126","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_2186_cov_2_856330_S005-126","0"
"NODE_18_length_2634_cov_55_446617_S006-176","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_2634_cov_55_446617_S006-176","0"
"NODE_18_length_3104_cov_4_468781_S009-31","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID361","SURE_ClusterID3705","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_3104_cov_4_468781_S009-31","0"
"NODE_18_length_3517_cov_6_226163_S004-7","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_3517_cov_6_226163_S004-7","0"
"NODE_18_length_3521_cov_4_969512_S005-47","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID260","SURE_ClusterID2571","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_3521_cov_4_969512_S005-47","0"
"NODE_18_length_35952_cov_174_895498_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_234_0",NA,NA,"Singleton_ClusterID362","Singleton_ClusterID3709","NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_35952_cov_174_895498_S010-136","0"
"NODE_18_length_3897_cov_9_243194_S004-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_3897_cov_9_243194_S004-13","0"
"NODE_18_length_4176_cov_9_592828_S004-230","Viruses","Microviridae","Microviridae","Gokushovirus WZ-2015a","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_4176_cov_9_592828_S004-230","Gokushovirus WZ-2015a"
"NODE_18_length_4497_cov_3_421041_S006-188","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_4497_cov_3_421041_S006-188","0"
"NODE_18_length_4752_cov_8_546524_S010-7","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID363","NOTSURE_ClusterID3364","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_4752_cov_8_546524_S010-7","0"
"NODE_18_length_5125_cov_6_831418_S005-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID364","Singleton_ClusterID3710","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_5125_cov_6_831418_S005-63","0"
"NODE_18_length_7053_cov_7_943521_S007-131","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID278","NOTSURE_ClusterID3227","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_7053_cov_7_943521_S007-131","0"
"NODE_18_length_7228_cov_12_959306_S009-61","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID323","NOTSURE_ClusterID3265","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_7228_cov_12_959306_S009-61","0"
"NODE_18_length_7893_cov_20_613357_S011-87","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_7893_cov_20_613357_S011-87","0"
"NODE_18_length_8509_cov_7_717386_S004-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_18_length_8509_cov_7_717386_S004-3","0"
"NODE_180_length_1451_cov_9_046579_S006-20","Viruses","environmental samples","environmental samples","uncultured virus","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID365","Singleton_ClusterID3715","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_180_length_1451_cov_9_046579_S006-20","uncultured virus"
"NODE_180_length_2706_cov_2_293648_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_180_length_2706_cov_2_293648_S011-15","0"
"NODE_1804_length_850_cov_7_313066_S006-28","Viruses","Siphoviridae","Pahexavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1804_length_850_cov_7_313066_S006-28","0"
"NODE_1806_length_2493_cov_6_728891_S010-136","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID366","Singleton_ClusterID3730","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1806_length_2493_cov_6_728891_S010-136","0"
"NODE_181_length_2893_cov_7_389915_S009-193","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID367","SURE_ClusterID2353","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_181_length_2893_cov_7_389915_S009-193","0"
"NODE_181_length_3411_cov_37_893521_S007-124","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID368","NOTSURE_ClusterID2733","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_181_length_3411_cov_37_893521_S007-124","0"
"NODE_181_length_5510_cov_11_219768_S003-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID369","NOTSURE_ClusterID153","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_181_length_5510_cov_11_219768_S003-194","0"
"NODE_182_length_1170_cov_6_241537_S006-68","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_182_length_1170_cov_6_241537_S006-68","0"
"NODE_182_length_1855_cov_4_547807_S009-181","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_182_length_1855_cov_4_547807_S009-181","0"
"NODE_182_length_1904_cov_2_993432_S011-34","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_182_length_1904_cov_2_993432_S011-34","0"
"NODE_182_length_1981_cov_2_823529_S010-184","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID357","NOTSURE_ClusterID1143","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_182_length_1981_cov_2_823529_S010-184","0"
"NODE_183_length_1612_cov_4_024104_S011-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_183_length_1612_cov_4_024104_S011-63","0"
"NODE_183_length_1952_cov_3_915200_S007-99","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_183_length_1952_cov_3_915200_S007-99","0"
"NODE_183_length_1975_cov_5_485774_S010-184","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_183_length_1975_cov_5_485774_S010-184","0"
"NODE_183_length_2057_cov_4_608081_S004-178","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_183_length_2057_cov_4_608081_S004-178","0"
"NODE_183_length_2211_cov_2_614339_S011-28","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID302","SURE_ClusterID2990","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_183_length_2211_cov_2_614339_S011-28","0"
"NODE_183_length_2354_cov_75_255160_S003-192","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID370","Singleton_ClusterID3777","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_183_length_2354_cov_75_255160_S003-192","0"
"NODE_184_length_1600_cov_5_118188_S004-114","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_184_length_1600_cov_5_118188_S004-114","0"
"NODE_184_length_2117_cov_9_614706_S004-153","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID371","Singleton_ClusterID3796","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_184_length_2117_cov_9_614706_S004-153","0"
"NODE_184_length_2217_cov_5_733178_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID132","SURE_ClusterID948","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_184_length_2217_cov_5_733178_S004-194","0"
"NODE_184_length_2789_cov_5_114676_S005-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID372","NOTSURE_ClusterID429","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_184_length_2789_cov_5_114676_S005-108","0"
"NODE_184_length_2817_cov_3_216058_S010-149","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_184_length_2817_cov_3_216058_S010-149","0"
"NODE_184_length_3474_cov_7_575213_S009-76","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID339","NOTSURE_ClusterID979","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_184_length_3474_cov_7_575213_S009-76","0"
"NODE_184_length_4319_cov_14_549741_S003-164","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID234","NOTSURE_ClusterID2333","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_184_length_4319_cov_14_549741_S003-164","0"
"NODE_185_length_1751_cov_3_040621_S009-62","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID105","SURE_ClusterID3824","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_185_length_1751_cov_3_040621_S009-62","0"
"NODE_185_length_1921_cov_73_571041_S007-99","Viruses","Siphoviridae","Skunavirus","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID87","SURE_ClusterID179","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_185_length_1921_cov_73_571041_S007-99","0"
"NODE_1853_length_2453_cov_3_836279_S010-136","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1853_length_2453_cov_3_836279_S010-136","0"
"NODE_186_length_1046_cov_3_010320_S004-78","Viruses","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_186_length_1046_cov_3_010320_S004-78","0"
"NODE_186_length_1331_cov_3_059011_S010-29","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID373","SURE_ClusterID3844","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_186_length_1331_cov_3_059011_S010-29","0"
"NODE_186_length_2200_cov_9_309939_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_186_length_2200_cov_9_309939_S004-194","0"
"NODE_186_length_2604_cov_3_318164_S009-8","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_186_length_2604_cov_3_318164_S009-8","0"
"NODE_187_length_1327_cov_5_455200_S010-29","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_187_length_1327_cov_5_455200_S010-29","0"
"NODE_187_length_2291_cov_5_836495_S010-139","Viruses","Siphoviridae","Unaquatrovirus","Leuconostoc virus 1A4","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_187_length_2291_cov_5_836495_S010-139","Leuconostoc virus 1A4"
"NODE_187_length_3373_cov_7_140473_S007-124","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID349","NOTSURE_ClusterID365","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_187_length_3373_cov_7_140473_S007-124","0"
"NODE_187_length_913_cov_2_946172_S004-61","Viruses","Myoviridae","Myoviridae","Vibrio phage ValB1MD","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_187_length_913_cov_2_946172_S004-61","Vibrio phage ValB1MD"
"NODE_1877_length_1069_cov_13_664315_S007-63","Viruses","Siphoviridae","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1877_length_1069_cov_13_664315_S007-63","0"
"NODE_188_length_1509_cov_2_162709_S009-201","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_188_length_1509_cov_2_162709_S009-201","0"
"NODE_188_length_1888_cov_3_704031_S006-131","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_188_length_1888_cov_3_704031_S006-131","0"
"NODE_188_length_2477_cov_2_833750_S010-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_188_length_2477_cov_2_833750_S010-108","0"
"NODE_189_length_2157_cov_6_590865_S004-194","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_189_length_2157_cov_6_590865_S004-194","0"
"NODE_189_length_3124_cov_20_759107_S004-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_189_length_3124_cov_20_759107_S004-3","0"
"NODE_189_length_4718_cov_10_299720_S003-133","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID129","NOTSURE_ClusterID3894","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_189_length_4718_cov_10_299720_S003-133","0"
"NODE_1897_length_1237_cov_7_553448_S004-3","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_1897_length_1237_cov_7_553448_S004-3","0"
"NODE_19_length_10996_cov_16_820954_S007-31","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_10996_cov_16_820954_S007-31","0"
"NODE_19_length_11164_cov_24_637143_S010-184","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_11164_cov_24_637143_S010-184","0"
"NODE_19_length_13484_cov_25_231819_S011-15","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID144","NOTSURE_ClusterID3911","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_13484_cov_25_231819_S011-15","0"
"NODE_19_length_15320_cov_1453_510136_S009-78","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID374","Singleton_ClusterID3912","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_15320_cov_1453_510136_S009-78","0"
"NODE_19_length_2293_cov_2_989621_S005-62","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID375","SURE_ClusterID3915","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_2293_cov_2_989621_S005-62","0"
"NODE_19_length_2398_cov_8_017665_S010-171","0","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_2398_cov_8_017665_S010-171","0"
"NODE_19_length_2594_cov_7_954311_S007-73","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID376","NOTSURE_ClusterID3757","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_2594_cov_7_954311_S007-73","0"
"NODE_19_length_2926_cov_6_206037_S007-109","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID377","Singleton_ClusterID3916","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_2926_cov_6_206037_S007-109","0"
"NODE_19_length_3317_cov_5_057099_S010-38","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID252","Singleton_ClusterID3918","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_3317_cov_5_057099_S010-38","0"
"NODE_19_length_3726_cov_2_547821_S004-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID378","NOTSURE_ClusterID3919","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_3726_cov_2_547821_S004-13","0"
"NODE_19_length_4032_cov_6_647282_S003-13","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_4032_cov_6_647282_S003-13","0"
"NODE_19_length_4134_cov_6_354449_S003-4","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_4134_cov_6_354449_S003-4","0"
"NODE_19_length_5007_cov_9_008519_S005-183","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5007_cov_9_008519_S005-183","0"
"NODE_19_length_5103_cov_5_595702_S007-137","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5103_cov_5_595702_S007-137","0"
"NODE_19_length_5110_cov_10_370952_S005-63","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID150","NOTSURE_ClusterID1072","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5110_cov_10_370952_S005-63","0"
"NODE_19_length_5114_cov_17_058964_S005-167","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID189","NOTSURE_ClusterID1694","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5114_cov_17_058964_S005-167","0"
"NODE_19_length_5263_cov_51_820093_S006-20","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5263_cov_51_820093_S006-20","0"
"NODE_19_length_5346_cov_23_107041_S006-28","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID379","NOTSURE_ClusterID384","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5346_cov_23_107041_S006-28","0"
"NODE_19_length_5474_cov_20_699648_S006-68","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5474_cov_20_699648_S006-68","0"
"NODE_19_length_5568_cov_2_839374_S010-88","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_5568_cov_2_839374_S010-88","0"
"NODE_19_length_6516_cov_5_506600_S007-88","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_6516_cov_5_506600_S007-88","0"
"NODE_19_length_6610_cov_46_651003_S004-122","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID192","NOTSURE_ClusterID203","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_6610_cov_46_651003_S004-122","0"
"NODE_19_length_6699_cov_1337_161583_S004-78","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","VC_319_0",NA,NA,NA,NA,"NODE","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_6699_cov_1337_161583_S004-78","0"
"NODE_19_length_6892_cov_29_531328_S010-21","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_6892_cov_29_531328_S010-21","0"
"NODE_19_length_7543_cov_22_198902_S009-124","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,NA,NA,"0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_7543_cov_22_198902_S009-124","0"
"NODE_19_length_7996_cov_415_906049_S010-94","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID380","SURE_ClusterID3922","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_7996_cov_415_906049_S010-94","0"
"NODE_19_length_8089_cov_10_995881_S003-110","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID15","NOTSURE_ClusterID20","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_8089_cov_10_995881_S003-110","0"
"NODE_19_length_8171_cov_16_210156_S007-128","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"SURE_ClusterID381","SURE_ClusterID3923","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_8171_cov_16_210156_S007-128","0"
"NODE_19_length_8468_cov_16_306996_S010-108","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID382","NOTSURE_ClusterID3924","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_8468_cov_16_306996_S010-108","0"
"NODE_19_length_8797_cov_11_600000_S007-50","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"Singleton_ClusterID383","Singleton_ClusterID3925","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_8797_cov_11_600000_S007-50","0"
"NODE_19_length_9360_cov_41_374232_S010-29","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID295","NOTSURE_ClusterID2906","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_9360_cov_41_374232_S010-29","0"
"NODE_19_length_9494_cov_8_424445_S009-74","Bacteria","0","0","0","Viruses_ProkaryoticVirus_LB","0",NA,NA,"NOTSURE_ClusterID384","NOTSURE_ClusterID3926","0","ProkaryoticOrganism","ProkaryoticOrganism","NODE_19_length_9494_cov_8_424445_S009-74","0"
